id,Year,Category,Nominee
134,1963,Best Gospel Or Other Religious Recording,Great Songs Of Love And Faith.
3880,2014,Best Gospel Album,Greater Than [Live]
3266,2008,"Best Engineered Album, Classical",Grechaninov: Passion Week
4172,2017,"Producer of the Year, Non-Classical",Greg Kurstin (producer)
4258,2018,"Producer of the Year, Non-Classical",Greg Kurstin (producer)
3365,2009,Best Contemporary R&B Album,Growing Pains
1051,1982,Best Latin Recording,Guajira Pa La Jeva.
2536,2001,Best Hard Rock Performance,Guerrilla Radio
996,1981,Best Pop Performance by a Duo or Group with Vocal,Guilty.
219,1965,Best Instrumental Jazz Performance - Large Group or Soloist with Large Group,Guitar From Ipanema
1837,1993,Best Musical Show Album,Guys And Dolls - The New Broadway Cast Recording
2867,2004,Best Musical Show Album,Gypsy (New Broadway Cast)
4316,2019,Best R&B Album,H.E.R.
2260,1998,Best Latin Jazz Performance,Habana
2837,2004,"Best Engineered Album, Non-Classical",Hail To The Thief
413,1969,Best Score From an Original Cast Show Album,Hair
2762,2003,Best Musical Show Album,Hairspray (Original Broadway Cast)
2679,2002,Best Reggae Album,Halfway Tree
2198,1997,Best Reggae Album,Hall Of Fame - A Tribute To Bob Marley's 50th Anniversary
3489,2010,Best Female Pop Vocal Performance,Halo.
4066,2016,Best Musical Theater Album,Hamilton (Original Broadway Cast Recording).
3655,2011,Best Rock Instrumental Performance,Hammerhead
41,1961,Best Classical Performance- Choral (Including Oratorio),Handel: Messiah.
1922,1994,Best Opera Recording,Handel: Semele
1813,1993,Best Contemporary Soul Gospel Album,Handel's Messiah - A Soulful Celebration(Various Artists)
829,1978,"Best Pop Vocal Performance, Male",Handy Man
3674,2011,Best Traditional R&B Vocal Performance,Hang On In There.
634,1974,Best R&B Instrumental Performance,Hang On Sloopy
568,1973,"Best Country Vocal Performance, Female",Happiest Girl In The Whole USA
2086,1996,Best Metal Performance,Happiness In Slavery
3987,2015,Best Pop Solo Performance,Happy (Live).
872,1979,Best Inspirational Performance,Happy Man
811,1978,Best Ethnic or Traditional Recording,Hard Again
1230,1985,Best Instrumental Arrangement Accompanying Vocal(s),Hard Habit To Break.
1895,1994,Best Country Performance by a Duo or Group with Vocal,Hard Workin' Man
3373,2009,Best Dance Recording,"Harder, Better, Faster, Stronger (Alive 2007)"
1826,1993,Best Instrumental Composition,Harlem Renaissance Suite
393,1969,"Best Country Vocal Performance, Female",Harper Valley P.T.A.
3333,2008,Best Spoken Word Album for Children,Harry Potter and the Deathly Hallows
2593,2001,Best Spoken Word Album For Children,Harry Potter and the Goblet of Fire
3784,2013,Best Contemporary Classical Composition,"Hartke, Stephen: Meanwhile - Incidental Music To Imaginary Puppet Plays"
777,1977,"Best Pop Vocal Performance, Female",Hasten Down The Wind
132,1963,Best Engineering Contribution - Other than Novelty and Other Than Classical,Hatari.
2098,1996,Best Pop Collaboration with Vocals,Have I Told You Lately That I Love You?
2849,2004,Best Instrumental Soloist Performance (without Orchestra),"Haydn: Piano Sonatas Nos. 29, 31, 34, 35 & 49"
1989,1995,Best Instrumental Soloist Performance Without Orchestra,"Haydn: Piano Sonatas, Nos. 32, 47, 53, 59"
2612,2002,Best Chamber Music Performance,Haydn: The Complete String Quartets
1023,1982,Best Choral Performance (other than opera),Haydn: The Creation.
1143,1984,Best Choral Performance (other than opera),Haydn: The Creation.
1145,1984,Best Classical Performance – Instrumental Soloist or Soloists (with orchestra),Haydn: Trumpet Concerto In E Flat/L. Mozart: Trumpet Concerto In D/Hummel: Trumpet Concerto In E Flat.
1750,1992,Best Jazz Vocal Performance,He Is Christmas
2402,1999,Best Traditional Soul Gospel Album,He Leadeth Me
1100,1983,Best Inspirational Performance,He Set My Life To Music.
976,1981,"Best Country Vocal Performance, Male",He Stopped Loving Her Today.
2734,2003,Best Female R&B Vocal Performance,He Think I Don't Know
574,1973,Best Inspirational Performance,He Touched Me
2533,2001,Best Female R&B Vocal Performance,He Wasn't Man Enough
1611,1990,Best Pop Instrumental Performance,Healing Chant
3686,2012,Best Album Notes,"Hear Me Howling!: Blues, Ballads & Beyond As Recorded By The San Francisco Bay By Chris Strachwitz In The 1960s (Various Artists)"
947,1980,Best Rock Vocal Performance by a Duo or Group,Heartache Tonight.
2981,2005,Best Pop Performance by a Duo or Group with Vocal,Heaven
3183,2007,Best Male R&B Vocal Performance,Heaven
1853,1993,"Best R&B Vocal Performance, Male",Heaven And Earth
2948,2005,Best Gospel Performance,Heaven Help Us All
806,1978,Best Country Vocal Performance by a Duo or Group,Heaven's Just A Sin Away
922,1980,"Best Gospel Performance, Contemporary or Inspirational",Heed The Call.
2783,2003,"Best Remixed Recording, Non-Classical",Hella Good (Roger Sanchez Remix Main)
4148,2017,Best Pop Solo Performance,Hello
4173,2017,Record of the Year,Hello
4174,2017,Song of the Year,Hello
3711,2012,Best Gospel Album,Hello Fear
3712,2012,Best Gospel Song,Hello Fear
3659,2011,Best Rock or Rap Gospel Album,Hello Hurricane
166,1964,Best Comedy Performance,"Hello Mudduh, Hello Faddah."
2315,1999,Best Alternative Music Performance,Hello Nasty.
236,1965,"Best Vocal Performance, Male","Hello, Dolly!"
240,1965,Song of the Year,"Hello, Dolly!"
3967,2015,Best Gospel Album,Help
3381,2009,Best Gospel Song,Help Me Believe
521,1972,Best Country Song,Help Me Make It Through The Night
523,1972,"Best Country Vocal Performance, Female",Help Me Make It Through The Night
3663,2011,Best Solo Rock Vocal Performance,Helter Skelter.
2453,2000,Best Long Form Music Video,Hendrix: Band of Gypsys
2979,2005,Best Pop Instrumental Album,Henry Mancini: Pink Guitar (Various Artists)
754,1977,Best Classical Vocal Soloist Performance,Herbert: Music Of Victor Herbert
1675,1991,Best Male R&B Vocal Performance,Here and Now
1693,1991,"Best R&B Vocal Performance, Male",Here And Now
3403,2009,Best Musical Album for Children,Here Come the 123s
209,1965,Best Country & Western Vocal Performance - Female,Here Comes My Baby
2061,1996,Best Country Performance by a Duo or Group with Vocal,Here Comes The Rain
2759,2003,Best Metal Performance,Here To Stay
2978,2005,Best Pop Collaboration with Vocals,Here We Go Again
3021,2005,Record of the Year,Here We Go Again
864,1979,"Best Country Vocal Performance, Female",Here You Come Again
862,1979,Best Country Vocal Performance - Female,Here You Come Again.
3386,2009,Best Instrumental Arrangement Accompanying Vocalist(s),Here's That Rainy Day
1825,1993,Best Instrumental Arrangement Accompanying Vocal(s),Here's To Life
2213,1997,Best Traditional Pop Vocal Performance,Here's To The Ladies
3150,2007,Best Contemporary R&B Gospel Album,Hero
1160,1984,Best Inspirational Performance,He's A Rebel.
1871,1993,Best Traditional Soul Gospel Album,He's Working It Out For You
2605,2001,"Remixer of the Year, Non-Classical",Hex Hector
2772,2003,Best Pop Performance by a Duo or Group with Vocal,Hey Baby
2195,1997,Best Rap Solo Performance,Hey Lover
3640,2011,Best Pop Performance by a Duo or Group with Vocals,Hey Soul Sister (Live).
2911,2004,Best Urban/Alternative Performance,Hey Ya!
1553,1989,Best Traditional Blues Recording,Hidden Charms.
4293,2019,Best Gospel Album,Hiding Place
3467,2010,Best Classical Contemporary Composition,"Higdon, Jennifer: Percussion Concerto"
4188,2018,Best Classical Compendium,"Higdon: All Things Majestic, Viola Concerto & Oboe Concerto"
2942,2005,"Best Engineered Album, Classical",Higdon: City Scape; Concerto For Orchestra
2437,2000,Best Gospel Choir or Chorus Album,High And Lifted Up
103,1962,Best Performance by a Vocal Group,High Flying.
2142,1997,Best Contemporary Jazz Performance,High Life
2145,1997,Best Country Collaboration with Vocals,High Lonesome Sound
3557,2010,Best Traditional Folk Album,High Wide & Handsome: The Charlie Poole Project
2803,2003,Best Traditional Soul Gospel Album,Higher Ground
1386,1987,"Best Pop Vocal Performance, Male",Higher Love.
1407,1987,Record of the Year,Higher Love.
1126,1983,"Best Soul Gospel Performance, Contemporary",Higher Plane.
2060,1996,Best Country Instrumental Performance,Hightower
3696,2012,Best Comedy Album,Hilarious.
2297,1998,Best Small Ensemble Performance (with or without conductor),"Hindemith: Kammermusik No. 1 With Finale 1921, Op. 24 No. 1"
603,1974,"Best Album Notes, Classical",Hindemith: Sonatas For Piano
3863,2014,Best Classical Compendium,Hindemith: Violinkonzert; Symphonic Metamorphosis; Konzertmusik
1415,1988,Best Choral Performance (other than opera),Hindemith: When Lilacs Last In The Dooryard Bloom'd.
3185,2007,Best Mexican/Mexican-American Album,Historias De Mi Tierra
3191,2007,Best Norteño Album,Historias Que Contar
107,1962,Best Rhythm & Blues Recording,Hit The Road Jack.
858,1979,Best Classical Vocal Soloist Performance,Hits From Lincoln Center
1040,1982,Best Historical Album,Hoagy Carmichael - From Stardust To Ole Buttermilk Sky.
318,1967,"Best Rhythm & Blues Group Performance, Vocal or Instrumental",Hold It Right There
1501,1989,Best Country Song,Hold Me.
1503,1989,"Best Country Vocal Performance, Female",Hold Me.
1060,1982,"Best R&B Vocal Performance, Female",Hold On I'm Comin'.
3912,2014,Best Rap/Sung Collaboration,Holy Grail.
4040,2016,Best Contemporary Christian Music Performance/Song,Holy Spirit
2645,2002,Best Large Jazz Ensemble Album,Homage To Count Basie
2724,2003,Best Country Album,Home
2781,2003,Best Recording Package,Home
4032,2016,Best Children's Album,Home
814,1978,Best Inspirational Performance,Home Where I Belong
1784,1992,Best Southern Gospel Album,Homecoming
879,1979,Best Latin Recording,Homenaje a Beny More
698,1976,Best Album Package,Honey
3352,2009,Best Bluegrass Album,Honoring the Fathers of Bluegrass: Tribute to 1946 and 1947
2093,1996,Best New Artist,Hootie & the Blowfish
1806,1993,Best Classical Performance - Instrumental Solo Without Orchestra,"Horowitz - Discovered Treasures (Chopin, Liszt, Scarlatti, Scriabin, Clementi)"
1347,1987,Best Classical Album,"Horowitz - The Studio Recordings, New York 1985."
1349,1987,Best Classical Performance - Instrumental Soloist or Soloists (with or without orchestra),"Horowitz - The Studio Recordings, New York 1985."
1359,1987,"Best Engineered Recording, Classical","Horowitz - The Studio Recordings, New York 1985."
242,1966,Album of the Year - Classical,Horowitz At Carnegie Hall - An Historic Return
250,1966,Best Classical Performance - Instrumental Soloist or Soloists (without orchestra),Horowitz At Carnegie Hall - An Historic Return
265,1966,"Best Engineered Recording, Classical",Horowitz At Carnegie Hall - An Historic Return
753,1977,"Best Classical Performance, Instrumental Soloist or Soloists (without orchestra)",Horowitz Concerts 1975/76
337,1968,Best Classical Performance - Instrumental Soloist or Soloists (with or without orchestra),"Horowitz In Concert (Haydn, Schumann, Scriabin, Debussy, Mozart, Chopin)"
1416,1988,Best Classical Album,Horowitz In Moscow.
1418,1988,Best Classical Performance - Instrumental Soloist(s) (without orchestra),Horowitz In Moscow.
407,1969,Best Performance - Instrumental Soloist or Soloists (with or without orchestra),"Horowitz On Television (Chopin, Scriabin, Scarlatti, Horowitz)"
561,1973,Best Classical Performance Instrumental Soloist or Soloists (without Orchestra),Horowitz Plays Chopin
509,1972,"Album of the Year, Classical",Horowitz Plays Rachmaninoff (Etudes-Tableaux Piano Music; Sonatas)
516,1972,"Best Classical Performance, Instrumental Soloist or Soloists (without Orchestra)",Horowitz Plays Rachmaninoff (Etudes-Tableaux Piano Music; Sonatas)
2352,1999,Best Latin Jazz Performance,Hot House
3800,2013,Best Improvised Jazz Solo,Hot House
1235,1985,"Best Jazz Instrumental Performance, Soloist",Hot House Flowers.
2756,2003,Best Male Rap Solo Performance,Hot In Herre
892,1979,Best Rock Vocal Performance - Female,Hot Stuff (1979)
948,1980,"Best Rock Vocal Performance, Female",Hot Stuff.
842,1978,Record of the Year,Hotel California
4153,2017,Best Rap Song,Hotline Bling
4154,2017,Best Rap/Sung Performance,Hotline Bling
3837,2013,Best Short Form Music Video,Houdini.
2242,1998,"Best Engineered Album, Non-Classical",Hourglass
2278,1998,Best Pop Album,Hourglass
1476,1988,Best Traditional Blues Recording,Houseparty New Orleans Style.
3801,2013,Best Instrumental Arrangement,How About You
1614,1990,"Best Pop Vocal Performance, Male",How Am I Supposed to Live Without You
1772,1992,"Best R&B Vocal Performance, Female",How Can I Ease The Pain
827,1978,Best Pop Vocal Performance by a Group,How Deep Is Your Love
2148,1997,Best Country Vocal Performance - Female,How Do I Live
2243,1998,Best Female Country Vocal Performance,How Do I Live
1296,1986,"Best Gospel Performance, Male",How Excellent Is Thy Name.
4248,2018,Best Song Written for Visual Media,How Far I'll Go
232,1965,Best Rhythm & Blues Recording,How Glad I Am
371,1968,Best Sacred Performance,How Great Thou Art
667,1975,Best Inspirational Performance (non-classical),How Great Thou Art
785,1977,Best Soul Gospel Performance,How I Got Over
3262,2008,Best Country Performance by a Duo or Group with Vocals,How Long
3023,2006,Album of the Year,How To Dismantle An Atomic Bomb
3103,2006,Best Rock Album,How To Dismantle An Atomic Bomb
100,1962,Best Original Cast Show Album,How To Succeed In Business Without Really Trying.
2831,2004,Best Country Collaboration with Vocals,How's The World Treating You
3610,2011,Best Hawaiian Music Album,Huana Ke Aloha
1310,1986,"Best Music Video, Long Form",Huey Lewis & The News - The Heart Of Rock 'n' Roll.
4235,2018,Best Rap Song,Humble
4234,2018,Best Rap Performance,HUMBLE.
3594,2011,Best Country Instrumental Performance,Hummingbyrd
88,1962,Best Documentary or Spoken Word Recording (Other Than Comedy),Humor In Music.
3301,2008,Best Opera Recording,Humperdinck: Hansel & Gretel
2897,2004,Best Short Form Music Video,Hurt
1125,1983,"Best Rock Vocal Performance, Male",Hurts So Good.
4160,2017,Best Roots Gospel Album,Hymns That Are Important to Us
2624,2002,Best Country Collaboration with Vocals,I Am A Man Of Constant Sorrow
3946,2015,Best Children's Album,I Am Malala: How One Girl Stood Up For Education And Changed The World (Malala Yousafzai)
586,1973,"Best Pop Vocal Performance, Female",I Am Woman
3475,2010,Best Contemporary R&B Album,I Am... Sasha Fierce.
2066,1996,Best Female R&B Vocal Performance,I Apologize
2266,1998,Best Male R&B Vocal Performance,I Believe I Can Fly
2290,1998,Best Rhythm & Blues Song,I Believe I Can Fly
2298,1998,Best Song Written Specifically for a Motion Picture or for Television,I Believe I Can Fly.
1435,1988,"Best Gospel Performance, Female",I Believe In You.
711,1976,"Best Country Vocal Performance, Female",I Can't Help It (If I'm Still In Love With You)
148,1963,Best Rhythm & Blues Recording,I Can't Stop Loving You.
174,1964,Best Instrumental Arrangement,I Can't Stop Loving You.
2306,1998,Best Traditional Soul Gospel Album,I Couldn't Hear Nobody Pray
1641,1991,Best Alternative Music Performance,I Do Not Want What I Haven't Got
1289,1986,"Best Country Vocal Performance, Female",I Don't Know Why You Don't Want Me.
348,1968,"Best Country & Western Solo Vocal Performance, Female",I Don't Wanna Play House
1914,1994,Best Metal Performance with Vocal,I Don't Want To Change The World
3414,2009,Best Pop Instrumental Performance,I Dreamed There Was No War
